Customer ID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
13743.0,-362,7,1341.6,5,5,4,55,champions
13744.0,-269,2,1156.36,2,2,4,22,hibernating
13745.0,-202,1,300.03999999999996,2,1,2,21,hibernating
13747.0,9,1,79.6,1,1,1,11,hibernating
13748.0,-269,5,948.2500000000001,2,4,4,24,at_Risk
13750.0,-311,5,1647.26,3,4,4,34,loyal_customers
13751.0,-76,1,296.25,1,1,2,11,hibernating
13752.0,-240,6,1186.28,2,5,4,25,cant_loose
13753.0,-77,1,741.26,1,1,3,11,hibernating
13754.0,-213,2,282.6,2,2,2,22,hibernating
13755.0,-361,9,2161.35,5,5,5,55,champions
13756.0,-362,14,5189.52,5,5,5,55,champions
13758.0,-353,7,3190.55,5,5,5,55,champions
13759.0,-331,2,659.41,3,2,3,32,about_to_sleep
13760.0,-310,2,286.78999999999996,3,2,2,32,about_to_sleep
13761.0,-314,2,1070.65,3,2,4,32,about_to_sleep
13762.0,-146,1,306.72,1,1,2,11,hibernating
13763.0,-301,1,1714.9599999999998,3,1,4,31,about_to_sleep
13764.0,-294,3,1521.7600000000002,3,3,4,33,need_attention
13767.0,-362,37,17220.36,5,5,5,55,champions
13769.0,-362,10,2796.51,5,5,5,55,champions
13771.0,-300,4,2634.45,3,4,5,34,loyal_customers
13772.0,-331,3,1132.13,3,3,4,33,need_attention
13774.0,-283,1,345.0,2,1,2,21,hibernating
13777.0,-364,33,25977.160000000003,5,5,5,55,champions
13778.0,-261,1,178.7,2,1,1,21,hibernating
13780.0,-357,2,360.01000000000005,5,2,2,52,potential_loyalists
13781.0,-114,1,127.84,1,1,1,11,hibernating
13782.0,-352,6,912.0,5,5,3,55,champions
13784.0,-355,11,2462.7899999999995,5,5,5,55,champions
13786.0,3,1,230.4,1,1,1,11,hibernating
13787.0,-289,2,309.04,2,2,2,22,hibernating
13790.0,-360,1,348.79999999999995,5,1,2,51,new_customers
13791.0,-237,2,1516.0,2,2,4,22,hibernating
13792.0,-298,2,195.54999999999995,3,2,1,32,about_to_sleep
13798.0,-363,57,37153.85,5,5,5,55,champions
13799.0,-248,2,688.8600000000001,2,2,3,22,hibernating
13800.0,-55,1,558.32,1,1,3,11,hibernating
13801.0,-298,1,324.79999999999995,3,1,2,31,about_to_sleep
13802.0,-226,3,4599.42,2,3,5,23,at_Risk
13803.0,-109,1,277.07000000000005,1,1,2,11,hibernating
13804.0,-334,7,2635.79,4,5,5,45,loyal_customers
13805.0,-312,2,924.5999999999999,3,2,3,32,about_to_sleep
13806.0,-301,1,256.38,3,1,2,31,about_to_sleep
13807.0,3,1,112.6,1,1,1,11,hibernating
13808.0,-359,5,1747.6600000000003,5,4,4,54,champions
13809.0,-59,1,155.05,1,1,1,11,hibernating
13810.0,-336,3,1499.0100000000002,4,3,4,43,potential_loyalists
13811.0,-181,3,814.5,1,3,3,13,at_Risk
13812.0,-322,3,539.0,3,3,3,33,need_attention
13813.0,-325,4,1366.8600000000001,3,4,4,34,loyal_customers
13814.0,-272,2,1579.1200000000001,2,2,4,22,hibernating
13815.0,-342,4,4027.36,4,4,5,44,loyal_customers
13816.0,-341,2,571.6700000000001,4,2,3,42,potential_loyalists
13817.0,-335,2,382.97999999999996,4,2,2,42,potential_loyalists
13819.0,-63,3,1140.35,1,3,4,13,at_Risk
13821.0,-220,2,385.64,2,2,2,22,hibernating
13822.0,-359,2,632.0,5,2,3,52,potential_loyalists
13823.0,-346,2,957.66,4,2,4,42,potential_loyalists
13824.0,-332,5,1698.94,4,4,4,44,loyal_customers
13826.0,-188,1,189.5,2,1,1,21,hibernating
13827.0,-307,3,412.05,3,3,2,33,need_attention
13828.0,-342,1,209.49000000000004,4,1,1,41,promising
13831.0,-348,6,2202.99,4,5,5,45,loyal_customers
13832.0,-345,1,52.199999999999996,4,1,1,41,promising
13833.0,-205,1,384.7999999999999,2,1,2,21,hibernating
13835.0,-339,4,834.57,4,4,3,44,loyal_customers
13837.0,-153,2,271.24,1,2,2,12,hibernating
13838.0,-359,4,691.7299999999999,5,4,3,54,champions
13841.0,-112,1,85.0,1,1,1,11,hibernating
13842.0,-306,9,3385.6200000000003,3,5,5,35,loyal_customers
13844.0,-353,1,361.62,5,1,2,51,new_customers
13845.0,-300,1,312.98,3,1,2,31,about_to_sleep
13846.0,-340,3,865.0600000000002,4,3,3,43,potential_loyalists
13848.0,-272,3,1255.0,2,3,4,23,at_Risk
13849.0,-313,2,1537.95,3,2,4,32,about_to_sleep
13850.0,-235,1,1595.4800000000002,2,1,4,21,hibernating
13851.0,-269,3,2651.4599999999996,2,3,5,23,at_Risk
13853.0,-307,1,1090.1399999999999,3,1,4,31,about_to_sleep
13854.0,-356,25,8109.52,5,5,5,55,champions
13856.0,-196,3,388.5,2,3,2,23,at_Risk
13858.0,-307,1,216.17000000000002,3,1,1,31,about_to_sleep
13859.0,-38,1,201.16,1,1,1,11,hibernating
13860.0,-363,5,1245.9,5,4,4,54,champions
13862.0,-346,8,2209.36,4,5,5,45,loyal_customers
13863.0,-117,1,305.78,1,1,2,11,hibernating
13865.0,-306,4,501.56,3,4,3,34,loyal_customers
13866.0,-290,1,145.67,2,1,1,21,hibernating
13867.0,-333,3,1015.29,4,3,4,43,potential_loyalists
13868.0,-357,2,3192.54,5,2,5,52,potential_loyalists
13869.0,-241,4,3104.95,2,4,5,24,at_Risk
13870.0,-362,8,2770.94,5,5,5,55,champions
13871.0,-342,13,6403.25,4,5,5,45,loyal_customers
13873.0,-245,3,389.59999999999997,2,3,2,23,at_Risk
13874.0,-6,1,540.45,1,1,3,11,hibernating
13875.0,-311,5,1786.79,3,4,4,34,loyal_customers
13876.0,-301,1,122.69999999999999,3,1,1,31,about_to_sleep
13877.0,-278,1,117.24000000000001,2,1,1,21,hibernating
13878.0,-310,1,1281.53,3,1,4,31,about_to_sleep
13880.0,-343,13,3219.7700000000004,4,5,5,45,loyal_customers
13881.0,-361,20,17159.52,5,5,5,55,champions
13882.0,-362,5,1191.13,5,4,4,54,champions
13883.0,-354,5,2674.48,5,4,5,54,champions
13884.0,-357,5,787.6000000000001,5,4,3,54,champions
13885.0,-175,2,506.8,1,2,3,12,hibernating
13886.0,-293,1,243.56,3,1,1,31,about_to_sleep
13887.0,-160,1,349.54999999999995,1,1,2,11,hibernating
13888.0,-245,2,605.63,2,2,3,22,hibernating
13889.0,-272,1,416.9,2,1,2,21,hibernating
13890.0,-363,10,1883.8100000000004,5,5,4,55,champions
13892.0,-338,4,632.97,4,4,3,44,loyal_customers
13893.0,-67,1,821.1000000000001,1,1,3,11,hibernating
13894.0,-341,3,564.6200000000001,4,3,3,43,potential_loyalists
13895.0,-336,4,2593.0699999999997,4,4,5,44,loyal_customers
13897.0,-314,1,311.15999999999997,3,1,2,31,about_to_sleep
13898.0,-39,1,155.93,1,1,1,11,hibernating
13899.0,-348,2,388.52,4,2,2,42,potential_loyalists
13900.0,-181,3,740.9499999999999,1,3,3,13,at_Risk
13901.0,-292,5,2867.2,2,4,5,24,at_Risk
13904.0,-327,2,332.64000000000004,3,2,2,32,about_to_sleep
13908.0,-285,4,2369.55,2,4,5,24,at_Risk
13911.0,-307,9,2580.91,3,5,5,35,loyal_customers
13914.0,-353,2,626.45,5,2,3,52,potential_loyalists
13917.0,-315,2,272.03999999999996,3,2,2,32,about_to_sleep
13918.0,-315,2,1212.8400000000004,3,2,4,32,about_to_sleep
13919.0,-305,2,384.81000000000006,3,2,2,32,about_to_sleep
13922.0,-13,1,172.24999999999997,1,1,1,11,hibernating
13923.0,-311,1,351.13000000000005,3,1,2,31,about_to_sleep
13924.0,-363,6,1838.85,5,5,4,55,champions
13925.0,-272,4,678.25,2,4,3,24,at_Risk
13926.0,-341,1,223.85000000000002,4,1,1,41,promising
13927.0,-290,1,348.99000000000007,2,1,2,21,hibernating
13928.0,-354,4,464.57,5,4,2,54,champions
13929.0,-195,2,842.65,2,2,3,22,hibernating
13930.0,-307,2,337.34,3,2,2,32,about_to_sleep
13931.0,-269,2,1237.53,2,2,4,22,hibernating
13932.0,-70,1,307.4,1,1,2,11,hibernating
13933.0,-255,2,608.7899999999998,2,2,3,22,hibernating
13934.0,-101,1,922.0999999999999,1,1,3,11,hibernating
13936.0,-185,1,376.5799999999999,2,1,2,21,hibernating
13937.0,-195,1,158.85,2,1,1,21,hibernating
13938.0,-329,1,71.66,3,1,1,31,about_to_sleep
13939.0,-341,3,568.55,4,3,3,43,potential_loyalists
13940.0,-347,4,839.14,4,4,3,44,loyal_customers
13941.0,-343,5,5112.96,4,4,5,44,loyal_customers
13946.0,-285,3,561.57,2,3,3,23,at_Risk
13947.0,-299,1,90.6,3,1,1,31,about_to_sleep
13948.0,-4,1,101.99999999999999,1,1,1,11,hibernating
13949.0,-362,6,2427.3199999999997,5,5,5,55,champions
13950.0,-353,4,745.0600000000001,5,4,3,54,champions
13951.0,-188,3,674.4499999999998,2,3,3,23,at_Risk
13952.0,-147,2,3251.071,1,2,5,12,hibernating
13953.0,-357,7,3515.6799999999994,5,5,5,55,champions
13954.0,-363,2,439.92,5,3,2,53,potential_loyalists
13955.0,-210,2,322.96,2,3,2,23,at_Risk
13956.0,-359,5,1026.42,5,4,4,54,champions
13959.0,-285,3,598.1999999999999,2,3,3,23,at_Risk
13960.0,-343,2,230.22,4,3,1,43,potential_loyalists
13962.0,-343,2,169.55,4,3,1,43,potential_loyalists
13963.0,-56,4,664.5400000000001,1,4,3,14,at_Risk
13967.0,-219,1,80.7,2,1,1,21,hibernating
13969.0,-357,18,9053.939999999999,5,5,5,55,champions
13971.0,-346,8,2758.26,4,5,5,45,loyal_customers
13972.0,-294,2,190.25000000000003,3,3,1,33,need_attention
13973.0,-77,1,264.7,1,1,2,11,hibernating
13974.0,-315,1,413.59,3,1,2,31,about_to_sleep
13975.0,-333,6,2526.2799999999997,4,5,5,45,loyal_customers
13976.0,-158,1,357.98,1,1,2,11,hibernating
13978.0,-350,2,196.79,4,3,1,43,potential_loyalists
13979.0,-291,1,869.8699999999998,2,1,3,21,hibernating
13980.0,-304,1,200.14000000000001,3,1,1,31,about_to_sleep
13982.0,-325,4,1871.81,3,4,4,34,loyal_customers
13983.0,-335,12,2603.4300000000003,4,5,5,45,loyal_customers
13984.0,-338,5,920.51,4,4,3,44,loyal_customers
13985.0,-360,15,7060.13,5,5,5,55,champions
13986.0,-347,1,320.46000000000004,4,1,2,41,promising
13988.0,-345,6,4147.96,4,5,5,45,loyal_customers
13989.0,-299,2,1266.08,3,3,4,33,need_attention
13990.0,-151,1,311.3,1,1,2,11,hibernating
13991.0,-352,6,855.9700000000001,5,5,3,55,champions
13992.0,-334,1,76.8,4,1,1,41,promising
13993.0,-322,9,3466.3600000000006,3,5,5,35,loyal_customers
13994.0,-361,6,2313.1400000000003,5,5,5,55,champions
13995.0,-349,5,1393.69,4,4,4,44,loyal_customers
13999.0,-354,12,3901.81,5,5,5,55,champions
14000.0,-153,1,635.6600000000001,1,1,3,11,hibernating
14001.0,-319,3,2043.0800000000002,3,3,4,33,need_attention
14002.0,-230,2,529.7299999999999,2,3,3,23,at_Risk
14004.0,-321,7,4582.639999999999,3,5,5,35,loyal_customers
14005.0,-355,5,2874.72,5,4,5,54,champions
14006.0,-249,3,962.1899999999999,2,3,4,23,at_Risk
14009.0,-166,2,695.6099999999999,1,3,3,13,at_Risk
14012.0,-87,1,328.8,1,1,2,11,hibernating
14013.0,-254,3,473.02,2,3,2,23,at_Risk
14014.0,-287,1,505.18,2,1,3,21,hibernating
14015.0,-312,1,917.34,3,1,3,31,about_to_sleep
14016.0,-203,4,4341.21,2,4,5,24,at_Risk
14019.0,-318,3,1421.61,3,3,4,33,need_attention
14020.0,-348,2,642.8000000000001,4,3,3,43,potential_loyalists
14021.0,-209,3,631.9000000000001,2,3,3,23,at_Risk
14022.0,-139,1,440.0,1,1,2,11,hibernating
14023.0,-357,2,584.0699999999999,5,3,3,53,potential_loyalists
14024.0,-243,2,327.70000000000005,2,3,2,23,at_Risk
14027.0,-304,1,104.82000000000002,3,1,1,31,about_to_sleep
14029.0,-301,2,467.66,3,3,2,33,need_attention
14030.0,-346,8,2360.0899999999997,4,5,5,45,loyal_customers
14031.0,-357,19,17286.86,5,5,5,55,champions
14032.0,-362,11,2975.59,5,5,5,55,champions
14034.0,-342,3,651.8199999999999,4,3,3,43,potential_loyalists
14035.0,-336,5,1428.0200000000002,4,4,4,44,loyal_customers
14036.0,-80,1,626.65,1,1,3,11,hibernating
14037.0,-188,2,147.2,2,3,1,23,at_Risk
14038.0,-286,3,1560.3799999999994,2,3,4,23,at_Risk
14039.0,-331,1,152.2,3,1,1,31,about_to_sleep
14040.0,-324,12,3614.92,3,5,5,35,loyal_customers
14041.0,-98,1,141.41,1,1,1,11,hibernating
14044.0,-338,4,652.8199999999999,4,4,3,44,loyal_customers
14045.0,-255,4,1659.75,2,4,4,24,at_Risk
14046.0,-80,1,154.99,1,1,1,11,hibernating
14047.0,-356,5,1308.6100000000001,5,4,4,54,champions
14048.0,-59,1,409.93,1,1,2,11,hibernating
14049.0,-348,4,5681.72,4,4,5,44,loyal_customers
14050.0,-333,2,746.3599999999999,4,3,3,43,potential_loyalists
14051.0,-364,23,15610.390000000003,5,5,5,55,champions
14052.0,-345,1,225.36,4,1,1,41,promising
14053.0,-240,2,260.25,2,3,2,23,at_Risk
14054.0,-299,1,92.46,3,1,1,31,about_to_sleep
14055.0,-258,1,725.6400000000001,2,1,3,21,hibernating
14056.0,-363,23,8214.65,5,5,5,55,champions
14057.0,-341,17,6217.959999999999,4,5,5,45,loyal_customers
14059.0,-98,1,183.6,1,1,1,11,hibernating
14060.0,-360,19,6140.42,5,5,5,55,champions
14062.0,-355,12,10464.850000000002,5,5,5,55,champions
14064.0,-335,5,1353.74,4,4,4,44,loyal_customers
14066.0,-98,1,152.55,1,1,1,11,hibernating
14067.0,-301,2,374.7,3,3,2,33,need_attention
14068.0,-44,1,265.85,1,1,2,11,hibernating
14071.0,-361,8,1438.8200000000002,5,5,4,55,champions
14073.0,-332,1,151.04,4,1,1,41,promising
14075.0,-360,3,942.26,5,3,3,53,potential_loyalists
14076.0,-235,1,122.47,2,1,1,21,hibernating
14077.0,-324,5,499.4200000000001,3,4,3,34,loyal_customers
14078.0,-263,6,1049.37,2,5,4,25,cant_loose
14079.0,-240,1,375.0999999999999,2,1,2,21,hibernating
14080.0,-332,1,45.599999999999994,4,1,1,41,promising
14081.0,-62,2,934.52,1,3,3,13,at_Risk
14082.0,0,1,182.24999999999997,1,1,1,11,hibernating
14083.0,-360,9,1018.4300000000001,5,5,4,55,champions
14085.0,-362,18,4448.540000000001,5,5,5,55,champions
14087.0,-362,1,194.42,5,1,1,51,new_customers
14088.0,-354,13,50491.81,5,5,5,55,champions
14089.0,-308,1,161.0,3,1,1,31,about_to_sleep
14090.0,-40,1,76.32000000000001,1,1,1,11,hibernating
14092.0,-357,14,4076.91,5,5,5,55,champions
14093.0,-352,1,442.84999999999997,5,1,2,51,new_customers
14096.0,-360,17,65164.79,5,5,5,55,champions
14098.0,-328,1,147.34999999999997,3,1,1,31,about_to_sleep
14099.0,-348,11,3104.17,4,5,5,45,loyal_customers
14100.0,-227,1,194.90000000000003,2,1,1,21,hibernating
14101.0,-291,6,5976.790000000001,2,5,5,25,cant_loose
14102.0,-359,5,1360.28,5,4,4,54,champions
14104.0,-210,2,216.20999999999998,2,3,1,23,at_Risk
14105.0,-125,1,1266.23,1,1,4,11,hibernating
14107.0,-313,7,2703.23,3,5,5,35,loyal_customers
14108.0,-334,2,597.9100000000001,4,3,3,43,potential_loyalists
14109.0,-292,1,144.2,2,1,1,21,hibernating
14110.0,-361,12,5683.1500000000015,5,5,5,55,champions
14111.0,-350,4,692.85,4,4,3,44,loyal_customers
14112.0,-342,7,2915.15,4,5,5,45,loyal_customers
14113.0,-361,4,1840.4199999999998,5,4,4,54,champions
14114.0,-91,2,386.53,1,3,2,13,at_Risk
14116.0,-345,5,1382.7399999999998,4,4,4,44,loyal_customers
14117.0,-221,1,90.0,2,1,1,21,hibernating
14121.0,-361,4,2780.15,5,4,5,54,champions
14124.0,-280,1,419.58000000000004,2,1,2,21,hibernating
14125.0,-354,3,2740.4300000000003,5,3,5,53,potential_loyalists
14126.0,-357,3,706.1300000000001,5,3,3,53,potential_loyalists
14127.0,-242,3,709.7099999999999,2,3,3,23,at_Risk
14128.0,-304,2,637.5000000000002,3,3,3,33,need_attention
14129.0,-363,5,1123.8600000000001,5,4,4,54,champions
14130.0,-45,1,483.86,1,1,2,11,hibernating
14132.0,-362,11,3586.0299999999997,5,5,5,55,champions
14133.0,-235,3,605.6399999999999,2,3,3,23,at_Risk
14135.0,-363,15,4690.3099999999995,5,5,5,55,champions
14138.0,-363,2,982.3800000000002,5,3,4,53,potential_loyalists
14139.0,-318,1,415.81999999999994,3,1,2,31,about_to_sleep
14140.0,-361,2,935.05,5,3,3,53,potential_loyalists
14141.0,-362,4,915.1300000000001,5,4,3,54,champions
14142.0,9,1,311.81,1,1,2,11,hibernating
14143.0,-231,1,115.8,2,1,1,21,hibernating
14145.0,-318,4,3742.2,3,4,5,34,loyal_customers
14146.0,-356,5,4191.0,5,4,5,54,champions
14147.0,-286,2,483.4,2,3,2,23,at_Risk
14148.0,-131,1,157.2,1,1,1,11,hibernating
14149.0,-144,1,446.62000000000006,1,1,2,11,hibernating
14150.0,-329,2,658.64,3,3,3,33,need_attention
14152.0,-289,2,621.29,2,3,3,23,at_Risk
14154.0,-125,2,1345.62,1,3,4,13,at_Risk
14155.0,-98,1,118.75,1,1,1,11,hibernating
14156.0,-355,55,117379.63,5,5,5,55,champions
14157.0,-345,2,432.88,4,3,2,43,potential_loyalists
14158.0,-324,1,507.65999999999997,3,1,3,31,about_to_sleep
14159.0,-345,11,4693.01,4,5,5,45,loyal_customers
14161.0,-149,3,1110.52,1,3,4,13,at_Risk
14162.0,-191,2,289.36,2,3,2,23,at_Risk
14163.0,-277,4,2445.9100000000003,2,4,5,24,at_Risk
14164.0,-294,2,1631.7700000000004,3,3,4,33,need_attention
14165.0,-89,1,122.54,1,1,1,11,hibernating
14167.0,-325,4,574.84,3,4,3,34,loyal_customers
14171.0,-266,1,363.79,2,1,2,21,hibernating
14173.0,-354,4,450.8400000000001,5,4,2,54,champions
14174.0,-331,1,134.46,3,1,1,31,about_to_sleep
14175.0,-305,3,3222.3,3,3,5,33,need_attention
14176.0,-67,4,576.9,1,4,3,14,at_Risk
14177.0,-278,4,559.4100000000001,2,4,3,24,at_Risk
14178.0,-356,7,1620.9300000000003,5,5,4,55,champions
14179.0,-324,2,719.78,3,3,3,33,need_attention
14180.0,-354,25,4748.52,5,5,5,55,champions
14184.0,-298,1,452.89,3,1,2,31,about_to_sleep
14185.0,-33,1,197.65,1,1,1,11,hibernating
14188.0,-334,6,2054.36,4,5,4,45,loyal_customers
14189.0,-362,15,4654.08,5,5,5,55,champions
14191.0,-363,13,4684.76,5,5,5,55,champions
14193.0,-297,2,853.3900000000001,3,3,3,33,need_attention
14194.0,-360,21,11349.52,5,5,5,55,champions
14195.0,-163,2,1011.9999999999998,1,3,4,13,at_Risk
14196.0,-258,1,335.52,2,1,2,21,hibernating
14198.0,-346,4,701.4,4,4,3,44,loyal_customers
14199.0,-146,1,185.39999999999998,1,1,1,11,hibernating
14201.0,-304,7,747.4400000000002,3,5,3,35,loyal_customers
14204.0,-362,1,161.02999999999994,5,1,1,51,new_customers
14205.0,-348,2,466.70000000000005,4,3,2,43,potential_loyalists
14206.0,-125,1,328.15999999999997,1,1,2,11,hibernating
14208.0,-270,1,151.73999999999998,2,1,1,21,hibernating
14209.0,-354,6,2073.4300000000003,5,5,5,55,champions
14210.0,-259,6,1905.8400000000001,2,5,4,25,cant_loose
14211.0,-311,9,2241.1000000000004,3,5,5,35,loyal_customers
14212.0,-275,1,1070.48,2,1,4,21,hibernating
14214.0,-334,5,1004.3800000000001,4,4,4,44,loyal_customers
14215.0,-353,6,1789.72,5,5,4,55,champions
14216.0,-361,4,1839.3000000000002,5,4,4,54,champions
14217.0,-363,17,2004.9799999999998,5,5,4,55,champions
14218.0,-322,1,169.48000000000002,3,1,1,31,about_to_sleep
14219.0,-360,1,89.94,5,1,1,51,new_customers
14220.0,-117,2,632.3999999999999,1,3,3,13,at_Risk
14221.0,-322,9,3432.8,3,5,5,35,loyal_customers
14222.0,-187,1,683.1700000000001,2,1,3,21,hibernating
14223.0,-272,3,991.1300000000001,2,3,4,23,at_Risk
14224.0,-254,4,1050.1200000000001,2,4,4,24,at_Risk
14226.0,-336,5,2232.19,4,4,5,44,loyal_customers
14227.0,-338,10,3350.96,4,5,5,45,loyal_customers
14229.0,-313,3,1547.2,3,3,4,33,need_attention
14231.0,-181,3,925.71,1,3,3,13,at_Risk
14232.0,-322,5,2048.07,3,4,4,34,loyal_customers
14233.0,-315,4,1462.7200000000003,3,4,4,34,loyal_customers
14234.0,-342,4,775.4600000000003,4,4,3,44,loyal_customers
14235.0,-289,5,3144.86,2,4,5,24,at_Risk
14236.0,-284,2,490.86,2,3,3,23,at_Risk
14237.0,9,1,161.00000000000003,1,1,1,11,hibernating
14238.0,-38,1,146.85,1,1,1,11,hibernating
14239.0,-321,11,2380.8500000000004,3,5,5,35,loyal_customers
14240.0,-334,2,890.3400000000001,4,3,3,43,potential_loyalists
14241.0,-181,1,213.70000000000005,1,1,1,11,hibernating
14242.0,-130,2,280.55,1,3,2,13,at_Risk
14243.0,-356,10,2588.7699999999995,5,5,5,55,champions
14245.0,-145,2,1693.4499999999998,1,3,4,13,at_Risk
14246.0,-254,3,1474.0600000000002,2,3,4,23,at_Risk
14247.0,-86,1,136.76999999999998,1,1,1,11,hibernating
14248.0,-46,1,302.58,1,1,2,11,hibernating
14250.0,-357,3,1904.05,5,3,4,53,potential_loyalists
14251.0,-363,5,2879.7,5,4,5,54,champions
14256.0,-104,2,969.06,1,3,4,13,at_Risk
14257.0,-300,5,3099.7200000000003,3,4,5,34,loyal_customers
14258.0,-355,9,12669.98,5,5,5,55,champions
14259.0,-223,1,120.0,2,1,1,21,hibernating
14261.0,-314,2,1163.45,3,3,4,33,need_attention
14262.0,-356,8,2618.2299999999996,5,5,5,55,champions
14264.0,-210,2,333.97,2,3,2,23,at_Risk
14265.0,-255,2,530.18,2,3,3,23,at_Risk
14267.0,-202,3,1516.24,2,3,4,23,at_Risk
14270.0,-33,1,492.65,1,1,3,11,hibernating
14271.0,-139,1,112.32,1,1,1,11,hibernating
14272.0,-291,2,437.96000000000004,2,3,2,23,at_Risk
14273.0,-313,4,559.97,3,4,3,34,loyal_customers
14276.0,-266,3,1119.7400000000002,2,3,4,23,at_Risk
14277.0,-349,3,4216.2,4,3,5,43,potential_loyalists
14280.0,-168,1,134.04,1,1,1,11,hibernating
14282.0,-361,15,3729.34,5,5,5,55,champions
14284.0,-334,2,595.25,4,3,3,43,potential_loyalists
14285.0,-343,4,1910.0100000000002,4,4,4,44,loyal_customers
14286.0,-341,3,4628.75,4,3,5,43,potential_loyalists
14287.0,-356,3,176.63,5,3,1,53,potential_loyalists
14288.0,-151,1,426.6,1,1,2,11,hibernating
14289.0,-356,6,911.26,5,5,3,55,champions
14290.0,-353,5,2314.6499999999996,5,4,5,54,champions
14291.0,-363,11,3883.25,5,5,5,55,champions
14292.0,-357,9,4871.929999999999,5,5,5,55,champions
14293.0,-361,4,1046.56,5,4,4,54,champions
14295.0,-324,1,166.2,3,1,1,31,about_to_sleep
14297.0,-347,4,1305.3299999999997,4,4,4,44,loyal_customers
14298.0,-356,44,51527.299999999996,5,5,5,55,champions
14299.0,-356,9,3965.62,5,5,5,55,champions
14300.0,-346,1,43.2,4,1,1,41,promising
14301.0,-247,1,640.1400000000001,2,1,3,21,hibernating
14304.0,-142,1,383.45000000000005,1,1,2,11,hibernating
14305.0,-293,3,1858.9600000000003,3,3,4,33,need_attention
14306.0,-313,2,2093.3199999999997,3,3,5,33,need_attention
14307.0,-276,6,2995.72,2,5,5,25,cant_loose
14309.0,-356,9,2352.53,5,5,5,55,champions
14311.0,-122,1,310.26,1,1,2,11,hibernating
14312.0,-318,6,1611.59,3,5,4,35,loyal_customers
14314.0,-258,1,120.0,2,1,1,21,hibernating
14315.0,-320,6,2481.13,3,5,5,35,loyal_customers
14317.0,-300,1,508.58,3,1,3,31,about_to_sleep
14320.0,-158,2,477.78999999999996,1,3,2,13,at_Risk
14321.0,-354,5,1530.7500000000002,5,4,4,54,champions
14323.0,-250,2,605.0600000000001,2,3,3,23,at_Risk
14326.0,-122,1,183.85000000000002,1,1,1,11,hibernating
14327.0,-201,1,311.65000000000003,2,1,2,21,hibernating
14329.0,-347,7,5014.839999999999,4,5,5,45,loyal_customers
14331.0,-240,2,462.65999999999997,2,3,2,23,at_Risk
14332.0,-342,3,866.3100000000001,4,3,3,43,potential_loyalists
14333.0,-297,1,415.2,3,1,2,31,about_to_sleep
14334.0,-348,8,2552.2100000000005,4,5,5,45,loyal_customers
14335.0,-348,2,468.25999999999993,4,3,2,43,potential_loyalists
14336.0,-348,4,1614.91,4,4,4,44,loyal_customers
14338.0,-203,2,588.2199999999999,2,3,3,23,at_Risk
14339.0,-122,1,309.52,1,1,2,11,hibernating
14340.0,-146,1,134.7,1,1,1,11,hibernating
14341.0,-319,8,2182.28,3,5,5,35,loyal_customers
14342.0,-343,4,668.5600000000002,4,4,3,44,loyal_customers
14344.0,-237,8,889.9300000000002,2,5,3,25,cant_loose
14345.0,-326,1,108.97999999999999,3,1,1,31,about_to_sleep
14346.0,-244,2,1021.58,2,3,4,23,at_Risk
14348.0,-104,1,409.57,1,1,2,11,hibernating
14349.0,-354,1,133.5,5,1,1,51,new_customers
14350.0,-90,1,282.92999999999995,1,1,2,11,hibernating
14351.0,-200,1,51.0,2,1,1,21,hibernating
14352.0,-207,4,1078.9600000000003,2,4,4,24,at_Risk
14353.0,-149,1,90.6,1,1,1,11,hibernating
14354.0,-359,2,163.62,5,3,1,53,potential_loyalists
14355.0,1,1,174.4,1,1,1,11,hibernating
14356.0,-285,2,701.23,2,3,3,23,at_Risk
14357.0,-321,1,225.76999999999998,3,1,1,31,about_to_sleep
14359.0,-345,3,912.1800000000001,4,3,3,43,potential_loyalists
14360.0,-333,4,2128.2300000000005,4,4,5,44,loyal_customers
14362.0,-342,1,161.2,4,1,1,41,promising
14364.0,-256,8,3717.35,2,5,5,25,cant_loose
14367.0,-356,16,9261.52,5,5,5,55,champions
14368.0,-45,1,155.0,1,1,1,11,hibernating
14371.0,-69,1,100.5,1,1,1,11,hibernating
14373.0,-6,1,76.55,1,1,1,11,hibernating
14375.0,-179,1,257.68,1,1,2,11,hibernating
14377.0,-173,2,617.05,1,3,3,13,at_Risk
14379.0,-320,2,348.1,3,3,2,33,need_attention
14381.0,-312,1,202.68,3,1,1,31,about_to_sleep
14382.0,-338,1,626.07,4,1,3,41,promising
14383.0,-326,3,1247.69,3,3,4,33,need_attention
14385.0,-355,3,202.10999999999999,5,3,1,53,potential_loyalists
14386.0,-68,1,142.4,1,1,1,11,hibernating
14387.0,-332,3,1770.5600000000002,4,3,4,43,potential_loyalists
14388.0,-354,8,3212.84,5,5,5,55,champions
14389.0,-299,2,1043.46,3,3,4,33,need_attention
14390.0,-354,9,4652.82,5,5,5,55,champions
14393.0,-146,1,67.94999999999999,1,1,1,11,hibernating
14395.0,-362,9,3507.71,5,5,5,55,champions
14396.0,-299,2,487.99000000000007,3,3,2,33,need_attention
14397.0,-362,19,2612.96,5,5,5,55,champions
14400.0,-215,1,574.6999999999999,2,1,3,21,hibernating
14401.0,-360,13,4051.4799999999996,5,5,5,55,champions
14403.0,-234,4,1475.8100000000002,2,4,4,24,at_Risk
